editTopo.py edits file version 1
#
# This file can be used as an argument for editTopo.py --apply
#
# created: Sun Sep  6 11:41:01 2020
# by: aek156
# via: ./topogtools/editTopo.py --ref /g/data/ik11/inputs/access-om2/input_20200530/mom_025deg/topog.nc topog_new_deseas_partialcell_mindepth_masked_fixnonadvective.nc
#
# These edits fill in the enclosed Sulu Sea basin up to the sill depth of 503m, by copying data from previous topography
# /g/data/ik11/inputs/access-om2/input_20200530/mom_025deg/topog.nc
# see https://github.com/COSIMA/access-om2/issues/158#issuecomment-698758041
#
# There are additional edits below in the Denmark Strait, Faroe Bank channel, Nares Strait and Caribbean Sea
# - search for "created" to find these.
#
#   i    j  old                 new
  1092   803  837.724365234375    955.5999755859375
  1093   803  455.8222351074219   955.5999755859375
  1090   802  1056.948974609375   955.5926513671875
  1091   802  1098.2969970703125  955.5926513671875
  1092   802  1098.2969970703125  955.5999755859375
  1093   802  956.0022583007812   955.5999755859375
  1091   801  1060.3856201171875  989.5
  1092   801  1098.2969970703125  1000.0
  1093   801  961.63916015625     1000.0
  1094   801  1098.2969970703125  1000.0
  1095   801  1098.2969970703125  1000.0
  1096   801  1066.1024169921875  1000.0
  1097   801  1098.2969970703125  1000.0
  1098   801  961.63916015625     1000.0
  1091   800  615.0800170898438   989.5
  1092   800  828.2888793945312   1000.0
  1093   800  961.63916015625     1000.0
  1094   800  1098.2969970703125  1000.0
  1095   800  1098.2969970703125  1000.0
  1096   800  1087.437744140625   1000.0
  1097   800  988.970703125       1000.0
  1091   799  669.6222534179688   989.5489501953125
  1092   799  601.7666625976562   1000.0
  1093   799  397.5320739746094   1000.0
  1094   799  582.5377807617188   1000.0
  1095   799  927.908935546875    1000.0
  1096   799  952.0133056640625   924.6613159179688
  1091   798  961.63916015625     989.5489501953125
  1092   798  951.4044799804688   1000.0
  1093   798  627.6714477539062   1000.0
  1096   802  627.6714477539062   1000.0
  1097   802  875.002197265625    1000.0
  1098   802  961.63916015625     1000.0
  1099   802  961.63916015625     1000.0
  1098   803  837.724365234375    1000.0
  1099   803  961.63916015625     1000.0
  1100   803  1022.7666625976562  1000.0
